"Subject Code","Course Number","Course Title","Course Description","Requirements","Credits - Academic Credit - Units","Credits - Academic Credit - Credit Hours Max","Credits - Academic Credit - Credit Hours Value","Credits - Academic Credit - Credit Hours Operator","Prerequisites"
"BUS","497R","Directed Study","-","No","3","3","-","-","-"
"BUS","497V","Directed Study","A directed study is conducted with permission, under the supervision of a Goizueta faculty member.  The content should represent a line of intellectual inquiry that is aligned with, but falls outside, what is available in the context of the School's elective offerings. A directed study allows the student to pursue an intellectual line of inquiry semi-autonomously, with structured faculty guidance. It replaces an academic course and may carry variable academic hours.The directed study project should contain significant and commensurate content that carries the rigor, time commitment and standards of an elective in the area of study.","No","1","16","-","-","-"
"BUS","500","Goizueta IMPACT","CORE","No","3","3","-","-","-"
"BUS","500M","Leadership, Decision Making and Teams","This seminar is designed to prepare students to effectively analyze complex problems and make actionable recommendations. In addition to focusing on applying principles and processes of structured problem solving in an experiential context, the seminar will enhance team competencies. These include how to be a more effective team member and peer leader, how to give and receive feedback, and how to develop performance metrics.","No","1","1","-","-","-"
"BUS","500Y","Goizueta IMPACT","MP","No","4","4","-","-","-"
"BUS","504","The Business of Healthcare","This course will provide students with an overview of the current structure in the healthcare industry and an understanding of the complex inter-relationships among the players in the industry. The course will explore the fundamental business models used by various players in the industry including providers, innovators, insurers, employers, and government regulators. Students will become familiarized with the economic incentives and important issues which must be addressed for individual players to create value in the U.S. healthcare system. Students will leave the course with the ability to frame the important questions required to evaluate potential business strategies and operational issues in each sector of the healthcare industry.","No","3","3","-","-","-"
"BUS","504M","Valued Based Healthcare Delivery","-","No","1.5","1.5","-","-","-"
"BUS","510","Structured Problem Solving","This course helps students learn and apply practical frameworks and systematic processes for addressing complex, real-world problems and facilitating effective action. It helps solidify an enterprise view by integrating across the lessons and tools of multiple Core courses. It bridges the ideas of the classroom and the practical actions and complications of the real world - and especially the challenges of team-based projects, which define much of the post-MBA work environment. Students work in teams to apply a structured approach to problem solving that gives problem owners the clarity and confidence to take action.","No","1.5","1.5","-","-","-"
"BUS","510Y","Structured Problem Solving","This course cultivates strategic thinking and cross-functional problem-solving skills vital for leadership roles. Through real-world case studies and collaborative group projects, students learn to frame issues, analyze data, and develop actionable solutions. It serves as a cornerstone for the IMPACT course and prepares students to navigate complex business environments with confidence and clarity.","No","1","1","-","-","-"
"BUS","511","Effective Communication and Storytelling","This course sharpens students' ability to communicate clearly and persuasively in professional settings. Emphasizing storytelling as a leadership tool, students learn to structure narratives, tailor messages to diverse audiences, and present ideas with impact. Designed for the digital age, the course empowers students to influence stakeholders and drive business decisions through compelling, strategic communication.","No","1.5","1.5","-","-","-"
"BUS","511Y","Effective Communication and Storytelling","This course sharpens students' ability to communicate clearly and persuasively in professional settings. Emphasizing storytelling as a leadership tool, students learn to structure narratives, tailor messages to diverse audiences, and present ideas with impact. Designed for the digital age, the course empowers students to influence stakeholders and drive business decisions through compelling, strategic communication.","No","1","1","-","-","-"
"BUS","536","Washington Campus","An intensive, experiential residency course that brings together students & policy makers & executives who teach how government works & how public policy is made; how specific organizations & industries are affected; & how public affairs & public policy can be effectively & ethically managed .This course is delivered by The Washington Campus, a non-partisan, non-profit, higher education consortium & managed by the faculty of record.","No","2","3","-","-","-"
"BUS","560","Design Thinking","Design thinking is a powerful approach for developing practical, creative solutions to real-world problems. It uses the mindset & methods of design practitioners to identify & address human needs by developing functional & emotionally meaningful products, services, processes, & spaces. In this course, you will learn the fundamental phases of the design thinking process. You will observe & interview real users in the field to get a better understanding of their challenges around experience with a product, service, process, or space.","No","3","3","-","-","-"
"BUS","565M","Management & Leadership Communication","Management and Leadership Communication builds on the critical thinking skills you developed in your undergraduate degree, and then applies those skills to leadership positions in organizations.  In this class, you will learn behaviors, communication strategies, and management communication norms that prepare you succeed as a leader.  
Communication is most effectively mastered through practice. Therefore, Management & Leadership Communication requires experiential learning and highly interactive participation. In class, you will develop your skills through discussions, role plays, presentations, and exercises; outside of class your strategy development, iterative writing, and analysis of the readings furthers the foundation of your communication skills.","No","3","3","-","-","-"
"BUS","571R","Global Experiential Module","-","No","1","1","-","-","-"
"BUS","580M","Personal & Professional Development","This Professional Development course is composed of a series of sessions, workshops, guided exercises, and assignments designed to help identify how to leverage your combined undergraduate and MiM experience toward a career, as well as position you for success at Goizueta and beyond. This course will provide you with the background research,tools and life-long skills to market your most important product, you.
You will learn about different industries and functions, learn effective methods for job search, and sharpen your interview skills.  As you embark on your MiM journey, you¿ll explore how your personal interests and undergraduate training, when augmented by business knowledge, will align with potential careers, and then you¿ll refine your personal brand to form a strategy to kick-start your career.","No","2","2","-","-","-"
"BUS","581","Business Communications Strategy","Communication skills are critical to your success at Goizueta. Business Communication Strategy creates the foundation for strong communication & introduces the dynamics of interpersonal & organizational communication. You will create, develop, & deliver professional presentations & documents, individually and in a team. Through the Birkman® assessment, you will increase your self-awareness, which helps you identify your most productive communication style.","No","1","1","-","-","-"
"BUS","583","Legal Environment and Business Ethics","Survey of the legal environment in which business enterprises operate. Topics include jurisprudential thought, sources of law, separation of powers, business ethics, constitutional law, regulation of interstate commerce, bill of rights, administrative law, and civil procedure.","No","1","1","-","-","-"
"BUS","585","Transitioning from Boots to Loafers","The goal of this course is to provide the veteran students with a holistic examination and study of the process of a military service member going through 'Transition, Transformation, and Integration; as they move from a military career into the business world. It will build upon other courses in the Master in Business for Veterans Program, from what they learned in their 'Academic Boot Camp,' Principled Leadership Course, and Career Development Program. They will learn about applying their experiences and leadership from a military context into a business setting while leveraging lessons from veteran business leaders on how to navigate a business culture.","No","1","1","-","-","-"
"BUS","590R","Executive Education","This course is designed to offer a number of special topics courses.","No","1.5","1.5","-","-","-"
"BUS","591","Cornerstone","Provides a foundation for professional development that continues throughout your MBA education, and beyond. Cornerstone has three main focus areas: Leadership and Teamwork, Presentation Skills, and Professional Development. Each area is essential to the overall development and success of the MBA student and professional. Focusing on Leadership and Teamwork, Presentation Skill, Professional Development Series.","No","0","0","-","-","-"
"BUS","591A","Goizueta Plus","Provides a foundation for professional development that continues throughout your MBA education, and beyond. Cornerstone has three main focus areas: Leadership and Teamwork, Presentation Skills, and Professional Development. Each area is essential to the overall development and success of the MBA student and professional. Focusing on Leadership and Teamwork, Presentation Skill, Professional Development Series.","No","0","0","-","-","-"
"BUS","591Y","Cornerstone","-","No","0","0","-","-","-"
"BUS","593","Tech Trends and Transformation","Focused on the intersection of business and emerging technologies, this course equips students to lead in a rapidly evolving digital landscape. Students explore current tech trends and their strategic implications, gaining insights into innovation, disruption, and digital transformation. Through analysis and case work, they learn to align technology solutions with business objectives to drive organizational growth.","No","1.5","1.5","-","-","-"
"BUS","593V","Tech Trends and Transformation","This 1-credit course offered in the Master-in-Business for Veterans (MBV) Program is designed to provide students with an understanding of technology's role in business and its application in generating business value. The course will touch upon the frameworks for managing change and innovation while addressing specific current technologies impacting the world of business. Further, the course will discuss governance issues from the perspectives of (1) corporate governance, (2) regulation, (3) privacy, and (4) ethics.","No","1","1","-","-","-"
"BUS","593Y","Tech Trends & Transformations","Focused on the intersection of business and emerging technologies, this course equips students to lead in a rapidly evolving digital landscape. Students explore current tech trends and their strategic implications, gaining insights into innovation, disruption, and digital transformation. Through analysis and case work, they learn to align technology solutions with business objectives to drive organizational growth.","No","1","1","-","-","-"
"BUS","594","Professional Development","The Professional Development course is facilitated by the Graduate Career Management Center to prepare Full-time MBA students for the MBA recruiting process and for future career transitions. The course covers the foundational skills required for a successful job search, including resume writing, conducting company research, networking, and interviewing.","No","0.5","0.5","-","-","-"
"BUS","596","Internship","Internship","No","1","12","-","-","-"
"BUS","596A","Summer Applied Experience","This course offers MF and MSBA students the opportunity to apply classroom knowledge in a real-world corporate setting through a supervised internship. Students will engage in analytical, financial, or strategic projects, gaining practical experience, professional skills, and industry insight while contributing meaningfully to organizational goals.","No","1","1","-","-","-"
"BUS","596C","Internship","This course provides an opportunity for MSBA and MF students to gain additional practical experience applying the knowledge, tools, and techniques learned throughout their respective programs. MSBA students may focus on the application of Machine Learning and AI techniques learned throughout the program, while MF students may focus on the application of financial analysis, valuation, financial modeling, risk management, investment analysis, or other finance-related concepts and techniques.
Students registering for this course should have a clear problem statement that outlines how the different tools and techniques learned in their program will be applied to solve an industry problem and how they will gain expertise in a business domain by working with a firm.","No","1","1","-","-","-"
"BUS","597R","Special Topics","-","No","3","3","-","-","-"
"BUS","599S","Special Topics","This course is designed to offer a number of the new course topic.","No","0","12","-","-","-"
"BUS","600M","Immersive Project Elective","In this course students will work with an external organization to address a problem or research issues of strategic importance. Instructors will prepare students in the classroom to research, analyze, and develop insights. In teams students will then develop a culminating set of final recommendations presented to a panel of constituents and judges.
Projects will be developed on student interest to include opportunities working with challenges related to: sustainability, global economic development, marketing and communications, non-profit outreach, health and wellness and/or entrepreneurship.
Students will put theory into action, gain exposure to a professional organizational setting, blend liberal arts background with business knowledge, work in teams, solve complex multi-layered problems, and acquire experience and transferable skills.","No","3","3","-","-","-"
"BUS","671R","Domestic Module","-","No","1","1","-","-","-"
"BUS","692","Goizueta Adv. Leader Academy","-","No","1","1","-","-","-"
"BUS","694","Study Abroad","Enroll in academic courses through our respected international partner institutions. Participate in an Emory approved study abroad program, a unique opportunity to gain immersive educational experiences while earning credit in diverse subject areas. This program allows you to expand your academic horizons, engage with different cultural perspectives, and enhance your global understanding through direct enrollment in courses that complement your educational journey at Goizueta Business School.","No","1","18","-","-","-"
"BUS","694A","Study Abroad","BUS 694A offers students a unique, full-immersion experience in global business practices. This short course abroad is designed to allow students to enroll directly in a local university, engaging with the local academic community and industry leaders to gain firsthand knowledge of international business approaches and analysis. Due to the intensive nature of the administrative coordination required for this program, including liaising with multiple global entities and managing complex logistics, an increased administrative fee is applied. This fee covers the additional support services Emory University provides to ensure a seamless and enriching educational experience abroad. Students should prepare for a rigorous academic schedule complemented by networking opportunities with local business leaders and students from other universities.","No","1","18","-","-","-"
"BUS","694B","Study Abroad","BUS 694B extends a total immersion experience to students eager to dive deep into global business strategy within a different cultural framework. Participants will enroll at a partner institution abroad, gaining exposure to new strategic perspectives and cultural contexts. This course is tailored for students to explore international business strategies through classroom instruction and practical, real-world application. BUS 694B focuses on the academic engagement, offering students a comprehensive understanding of global markets and the opportunity to apply theoretical knowledge in a diverse setting. Due to the administrative coordination involved in this program, including liaising with multiple global entities, a modest administrative fee is applied.","No","1","18","-","-","-"
"BUS","695","Practicum","-","No","1","12","-","-","-"
"BUS","696","Applied Practicum","Practicum","No","1","12","-","-","-"
"BUS","697","Directed Study","-","No","1","12","-","-","-"
"BUS","698","International Module","EVMBA","No","2","2","-","-","-"
"BUS","699","International Module","International Travel","No","3","3","-","-","-"
"BUS","990","Non-Business Elective Abroad","-","No","1","16","-","-","-"
"BUS","991","Non-Business Elective Abroad-Global","-","No","1","16","-","-","-"
"BUS","992","Non-Business Elective Abroad-HAL","-","No","1","16","-","-","-"
"BUS","993","Non-Bus Elective Abroad-HAP","-","No","1","16","-","-","-"
"BUS","995","Seminar Abroad","-","No","1","16","-","-","-"
"BUS","999NON","Non Business Elective Study Abroad","-","No","4","4","-","-","-"
"BUS","999SEM","Seminar Study Abroad","-","No","1","16","-","-","-"
"FIN","201","Business Economics","This course in Business Economics will provide the fundamental tools in understanding the workings of markets and those participating in markets. Topics from microeconomics include the following: demand functions, production and supply functions, elasticity, market equilibrium, the theory of consumer choice, market efficiency, externalities, price controls and tax, market structure, and profitability. Topics from macroeconomics include: macroeconomic statistics, models of aggregates, the workings of the Federal Reserve Bank, monetary policy, fiscal policy, labor markets, and trade. We will also cover an introduction to finance.","No","3","3","-","-","-"
"FIN","220","Finance for Non-BBA Students","Introduction to the underlying models and thoeries of finance. The course is designed to be delivered as a hands-on style such that non-business students can learn the usefulness of finance models and theories.","No","3","3","-","-","-"
"FIN","320","Corporate Finance","This course provides an introduction to finance. It addresses the theory and practice of financial management and the generation and allocation of financial resources. It has three major objectives:  
1. To provide you with a foundation in the basic concepts of finance, including the time value of money, the role of financial markets, asset valuation, portfolio theory, asset pricing, and the risk-return tradeoff. 2. To develop your skills in financial analysis, planning, and decision-making. 3. To expand your awareness of institutions and practices in business and finance.","No","3","3","-","-","-"
"FIN","321","Economics & Finance of Film","Introduces students to the underlying economic structure and financing of films and current trends impacting filmmaking and its role in the overall U.S. economy. This course will explore contemporary models and theory of finance as they relate to the film industry as well as finance and economic theory in such areas as industrial organization, public finance, and labor economics within the context of the film industry. Special consideration is given to both major studios and independent films and emphasis is placed on examining issues related to development, production and post-production costs as well as industry-specific financial considerations.","No","3","3","-","-","-"
"FIN","322","Impact: Strategic Valuation","This course covers the art and science of using financial and economic analysis to assess a company's current and potential value, or ""strategic value.""  A variety of financial and economic analytic tools and methodologies may be used (e.g. regression analysis, ratio analysis, ROI analysis, DCF and multiples analysis, cost of capital estimation, etc.) to understand an industry or the key value drivers of a business. The foregoing analysis should lead to insights regarding possible actions or new initiatives that a company can pursue in order to sustain or create value.","No","3","3","-","-","-"
"FIN","323","Investments","The objective of this course is to prepare students to work in the areas of portfolio management, stock research and investment banking. The course will primarily focus on security analysis and management of stock portfolios. We will also cover fundamentals of options on stock and fixed-income securities.","No","3","3","-","-","-"
"FIN","324","Sports Finance","Provides students with knowledge of the theories and models pertaining to the sports industry such that students can identify the common practices within the industry, understand the fundamental workings of different markets, utilize a range of economics and finance tools to examine the practices within the industry, and apply these tools to industry problems within the market for sports.","No","3","3","-","-","-"
"FIN","382","Real Estate Law","This course equips undergraduate students with the foundational legal knowledge and skills necessary to navigate the complexities of real estate transactions. Students will explore key legal terms and documents essential to real estate deals, with a practical focus on how transactions are structured and executed in the industry.
The course covers a range of topics, including the legal aspects of real estate transactions, financing, and leasing. Students will learn about important elements such as letters of intent, purchase and sale agreements, due diligence processes, the capital stack, equity structures, senior and mezzanine loans, and various business entities like LLCs, LPs, and corporations. Additionally, the course introduces fundamental leasing concepts and terms across different asset classes.
Students will also gain an understanding of construction law basics, land use and zoning regulations, and strategies for dispute resolution and avoidance in the real estate context.","No","3","3","-","-","-"
"FIN","389","Mergers & Acquisitions","The course objectives are to provide an understanding of drivers of value creation and destruction in mergers and acquisitions (M&A) and to develop skills in the design and evaluation of these transactions. The focus of the course will be primarily to analyze M&A from the perspective of a financial advisor, integrating issues from economics, accounting, law, strategy and organizational behavior where appropriate. The theoretical justification for M&As is grounded in understanding the sources of firm value and how certain transactions enhance value. However, the reality may often be better understood by identifying the most powerful decision-makers and their private benefits.","No","3","3","-","-","-"
"FIN","399R","Special Topics in Finance","Special Topics in Finance: Healthcare Business.","No","1","12","-","-","-"
"FIN","400","Study Abroad Finance Elective (General Elective)","Study Abroad Finance Elective (General Elective)","No","1","16","-","-","-"
"FIN","401","Study Abroad Finance Elective (Global)","Study Abroad Finance Elective (Global)","No","1","16","-","-","-"
"FIN","403","Global Macroeconomic Perspectives","The objective and goal of this course is to broaden your awareness of the impact of global economic, financial, political, and demographic trends on business.  The class provides conceptual frameworks and tools for analysis critical to conducting business in the international environment.  Implications for human as well as economic development are discussed.  The class will enable students to think globally and strategically; develop diverse perspectives on global business, the macroeconomy, and the future; and understand the increasing global connections that impact business and finance.","No","3","3","-","-","-"
"FIN","409","Study Abroad Finance Elective (Related)","Study Abroad Finance Elective (Related)","No","1","16","-","-","-"
"FIN","420","Advanced Corporate Finance","The course is structured along the ""life cycle"" of a firm, covering the following topics: (1) Early-stage financing and IPO, introduction of financing securities, and how they align entrepreneurs with their capital providers. (2) Financial management of a publicly traded firm (or mature private firm): Optimal capital structure; merger and acquisitions, risk management, corporate control and takeovers, and shareholder activism. (3) Going private/buyout, and bankruptcy. The course immerses with issues an executive, investor, a banker, or an analyst encounters, and connects to current issues.","No","3","3","-","-","-"
"FIN","422","Advanced Financial Markets","The purpose of this course is to tie together many of the concepts you have been taught during your undergraduate studies and to prepare the student for a career, perhaps in the financial markets.  The course has been designed to study economic and financial theory from the daily changes in market prices, rather than from a textbook.","No","3","3","-","-","-"
"FIN","424","Derivatives","This is a course dealing with the valuation and use of derivative financial assets. Initially we will study option contracts. We will consider relative pricing requirements for these contracts enforced by arbitrage. Extension of this technique will lead to the derivation of exact valuation models. During the second portion of the course we will study futures contracts. The focus again will be on relative pricing requirements enforced by arbitrage. The overall objective of the class is to give students skills to assess the values and risks of derivative assets and to develop trading and hedging strategies based on their analyses.","No","3","3","-","-","-"
"FIN","425","Real Estate Finance","This course covers the contemporary principles of valuation, acquisition, financing, and financial management of real property. Emphasis is on the analytical techniques of mortgage lending, valuation, tax factors, investor objectives, and trends in the industry.","No","3","3","-","-","-"
"FIN","427","International Finance","This course extends the principles of finance to the international context. Topics include exchange rate determination, the international monetary system, foreign exchange markets, currency futures, currency options, currency swaps, parity conditions, risk management, currency trading, and foreign investments.","No","3","3","-","-","-"
"FIN","428","Investment Banking","This course is intended to give students an idea of the work conducted by investment banks. Areas reviewed will include debt financing, equity underwriting, merger & acquisition advisory assignments, and trading activity. Special emphasis will be placed on the methods commonly applied when conducting valuation, debt capacity, and transaction analysis. In addition, to provide context, there will be a brief summary of investment banking history and of the peripheral players (private equity and hedge funds) which increasingly interact with banks.","No","3","3","-","-","-"
"FIN","428B","Venture Capital & Private Equity","This course explores venture capital and private equity utilizing case studies, problem sets and extensive class discussion to build the intuition needed to understand the industry. There is an emphasis on honing skills necessary to understanding the financial and economic tools used in leveraged buyouts and venture capital investing. The class addresses (1) industry structure, strategies and motivations, (2) types of private equity transactions and, (3) transaction structures. The course prepares students interested in a variety of finance careers. See www.emoryprof.com.","No","3","3","-","-","-"
"FIN","429","Fixed Income","During this course we will study primary fixed income securities such as bonds (Treasury, corporate, municipal, foreign bonds, etc), as well as structured finance fixed income such as mortgage backed securities, asset backed securities,  CMOs, CDOs, and credit default swaps (CDSs).   Although the material may get advanced and mathematical at times, this course has been specifically designed for an undergraduate student with no prior background into fixed income.","No","3","3","-","-","-"
"FIN","430","Foundations of FinTech","This is an introductory course on financial technology (FinTech). The course exposes BBA students to the basics, implementation, and use cases of FinTech in financial intermediation (e.g., banking, credit, payments). The topics include big data, automation, machine learning, P2P lending, crowdfunding, blockchain, cryptocurrencies, and ICOs. The course is delivered through interactive lecturettes, in-class activities, and group projects. The course is most relevant for consulting, investment banking, private equity, entrepreneurship, and corporate finance roles.","No","3","3","-","-","-"
"FIN","481","Frontiers & Illiquid Assets","This course is designed for MBAs and BBAs interested in investing in the emerging, illiquid segments of the alternative investment space. This course will cover illiquidity and modern portfolio theory, asset correlations, trends, and valuation techniques through the lens of four illiquid asset classes: cryptocurrency, reinsurance, ESG infrastructure, and art. Course elements include guest lectures by industry leaders and practical applications for investing in the next frontier of alternative assets. More information at www.emoryprof.com.","No","3","3","-","-","-"
"FIN","482","Real Estate Market Analysis","This course includes an introduction to the principles of real property analysis and use. Subjects include the nature of real estate and real property, principles of location theory, and an examination of the processes used to analyze the supply and demand for real estate. General methodologies for market studies are developed and then applied to the residential, retail, and office sectors. The course also explores demographic, technological, economic, and social trends that affect these real estate markets into the future. Techniques of spatial analysis are introduced.","No","3","3","-","-","-"
"FIN","483","Applied Investment Mgt","This course uses academic studies, practitioner-oriented readings, articles from the popular press, and a term project to cover both conventional wisdom and state-of-the-art methods used in managing a stock portfolio. Enrolled students comprise the Goizueta Business School Student Investment Fund, LLC, responsible for managing a portfolio of real assets. The entire investment portfolio consists of student stock picks. As a term project, students develop and present to the class their own quantitative model. Course topics include active stock selection emphasizing quantitative selection methods, trading, databases, software, performance evaluation, risk management, brokerage accounts, and the money management industry.","No","3","3","-","-","-"
"FIN","484","Advanced Derivatives Assets","This course will build upon knowledge obtained in the course FIN 424/624. Using the fundamental pricing technique and the valuation models derived from this technique, various extensions and applications will be examined. These will primarily be equity-based, though some fixed-income products will be analyzed. The perspective of both the derivatives dealer and the end-user of derivative products will be taken, the latter including hedgers, speculators, and arbitrageurs. Securities from the exchange-traded and over-the-counter markets will be examined. The topics covered include financial engineering, structuring, and product design, numerical methods (e.g. Monte Carlo simulation) and the mathematics of derivatives pricing.","No","3","3","-","-","-"
"FIN","485","Entrepreneurial Private Equity","This course is designed for students interested in better understanding (i) how the private equity industry works, (ii) how to structure the acquisition of a business and (iii) how to make money by leveraging key value drivers in a business. Unlike traditional courses, this course takes a unique approach by bringing in leading experts and practitioners to provide industry perspectives for almost every class. More information at www.emoryprof.com.","No","3","3","-","-","-"
"FIN","486","Real Estate Equity Investment","This course presents information on investment in and valuation of income-producing real estate, both in public company and direct property formats.  It examines the relationship of project and entity valuation to various financial and performance metrics, sources and uses of capital, and management decisions.  Direct investment concepts covered include cash flow analysis, net present value, internal rate of return and yield capitalization in addition to public market measures such as Funds From Operations and financial reporting via SEC filings.","No","3","3","-","-","-"
"FIN","488","Real Estate Development and Investment","This course will present a comprehensive look at the real estate development & investment process. The curriculum will discuss the broad concepts and techniques employed in a successful real estate investment, both new development and through acquisitions. The class will tackle specific components of a real estate asset and the individuals involved in the successful execution of a project.","No","3","3","-","-","-"
"FIN","489","Advanced Real Estate Finance","This course provides for advanced application of theory and techniques for analysis of the equity position in real estate ownership utilizing readings and cases.  It considers the impact of leverage, creative financing, and federal tax policies and concentrates on the evaluation of the basic productivity of real estate assets based on net cash flows. Particular attention is paid to the operation of the capital markets and portfolio theory.","No","3","3","-","-","-"
"FIN","495","Distressed Investing","The course surveys distressed investing with a focus on real estate. The first module covers the institutional structure of the distressed market and valuation techniques. The second module features a broad overview of distressed investing strategies across the capital structure and market segments. The third module provides an in-depth analysis of distressed investing techniques. The primary audience for this course is finance majors interested in careers in real estate finance or in private equity and hedge funds. The secondary audience is students planning careers that have significant interaction with real estate finance and/or private equity and hedge fund industries. More information at www.emoryprof.com.","No","3","3","-","-","-"
"FIN","497","Directed Study","A Directed Study (DS) is conducted with permission and semi-autonomously, under the supervision of a Goizueta faculty member. The content should represent a line of intellectual inquiry that is aligned with, but falls outside, what is available in the context of the School's elective offerings. It replaces an academic course and may carry variable academic hours. The DS project should contain significant & commensurate content that carries the rigor, time commitment & standards of an elective in the area of study.","No","1","16","-","-","-"
"FIN","499R","Special Topics","Special topics courses include courses that address a current or timely topic, that are in a ""pilot"" phase before being offered on an ongoing basis, or that are known to be one time offerings. Special topics course offerings can vary from term to term.","No","1","12","-","-","-"
"FIN","501A","Managerial Economics","This course in microeconomics will provide the fundamentals in understanding the how scarce resources and allocated in a system of unlimited wants. We will be examining how firms and workers respond to incentives, how tools & statistics help us determine the most efficient use of resources, how firms profit maximize and how markets arrive at equilibrium.","No","1.5","1.5","-","-","-"
"FIN","501B","Economic Analysis for Managers","Economics is the study of how best to allocate scarce resources.  Typically, the focus of economics coursework is on how governments/societies can best meet the needs of a population given its human, financial, and natural resource constraints.  In an MBA program, the study of economics is aimed at the decisions that managers make to maximize the value of the firm. The objectives of this course are to show you how elements of microeconomics can be applied to managerial decision-making and to prepare you for subsequent courses in the MBA curriculum by giving you a foundation in microeconomic theory.","No","3","3","-","-","-"
"FIN","501C","Managerial Economics","This course in microeconomics will provide the fundamentals in understanding the how scarce resources and allocated in a system of unlimited wants. We will be examining how firms and workers respond to incentives, how tools & statistics help us determine the most efficient use of resources, how firms profit maximize and how markets arrive at equilibrium. For MEMBA students.","No","2","2","-","-","-"
"FIN","501D","Managerial Economics","This course in microeconomics will provide the fundamentals in understanding the how scarce resources and allocated in a system of unlimited wants. We will be examining how firms and workers respond to incentives, how tools & statistics help us determine the most efficient use of resources, how firms profit maximize and how markets arrive at equilibrium. For MEMBA students.","No","1","1","-","-","-"
"FIN","501M","Managerial Economics","-","No","3","3","-","-","-"
"FIN","501Y","Economics","Economics is the study of how best to allocate scarce resources. Typically, the focus of economics coursework (especially undergraduate) is on how governments/societies can  best meet the needs of a population given its human, financial, and natural resource constraints. In  an MBA program, the study of economics is aimed at the decisions that managers make, both short  term and long term, to maximize the value of the firm. The objectives of this course are to show  you how elements of microeconomics can be applied to managerial decision­making and to prepare  you for subsequent courses in the MBA curriculum by giving you a foundation in microeconomic  theory.","No","1","1","-","-","-"
"FIN","503","Global Macroeconomic Perspective","The objective and goal of this course is to broaden your awareness of the impact of global economic, financial, political, and demographic trends on business.  The class provides conceptual frameworks and tools for analysis critical to conducting business in the international environment.  Implications for human as well as economic development are discussed.  The class will enable students to think globally and strategically; develop diverse perspectives on global business, the macroeconomy, and the future; and understand the increasing global connections that impact business and finance.","No","3","3","-","-","-"
"FIN","504","Introduction to the Business of Healthcare","This course will explore the political issues and fundamental business models used by different industry participants - including government agencies, insurers, providers, pharmaceutical companies, device makers, and post-acute care providers. This course introduces the framework of a value-based health care delivery system with the goal of maximizing value for patients. This course is intended to stimulate thinking about how the various players in the US healthcare system must change their strategies, operations, and measurement of health care outcomes if the US is to improve the value of care provided over the current delivery system.","No","3","3","-","-","-"
"FIN","504A","The Business of Healthcare","Core Exec MBA Program","No","1.5","1.5","-","-","-"
"FIN","507","Impact: Healthcare","The goal of the course is to provide students with the opportunity to get hands-on coaching in applying the frameworks and processes assessing healthcare firms, as well as deeper dives into the issues and challenges as they relate to the healthcare system.
The main activity for the course will relate to your client-sponsored project. To manage this project, student teams will need to define the problem or challenge; devise clear work plans; conduct due diligence; research and collect data; build models and analyze relevant information; extract insights; produce a final report; and present conclusions and recommendations to the client.","No","3","3","-","-","-"
"FIN","520","Managerial Finance","This course uses several quantitate tools and excel formulas to teach students to compute important concepts to determine fundamental values of assets and corporate financial decisions. Students are assigned problems sets and cases that present real-world problems faced by corporate managers, and students apply the concepts and they learn in course to solve these problems.","No","3","3","-","-","-"
"FIN","520A","Managerial Finance","This course uses several quantitate tools and excel formulas to teach students to compute important concepts to determine fundamental values of assets and corporate financial decisions. This course is an introduction to the theory and practice of finance. The focus will be on the issues and responsibilities facing a financial manager, and the investment and financing decisions of corporations and individuals. The approach we will take to effectively make these decisions is to understand the creation of value through cash flow analysis and the study of the tradeoffs between and among risk, return, and impact. Specifically, the course covers topics such as the time value of money, net present value (NPV), internal rate of return (IRR), valuation, analysis of risk and return, capital markets, and a firm's capital structure. We will also at various times discuss the role of finance in a capitalistic economic system that accounts for both shareholder value and stakeholder value.","No","1","1","-","-","-"
"FIN","520B","Managerial Finance","This course is an introduction to the theory and practice of finance. Specifically, it covers topics such as the time value of money, net present value (NPV), internal rate of return (IRR), valuation, analysis of risk and return, capital markets, and a firm's capital structure. The goal is to gain an understanding of finance and the financial instruments and models typically utilized for both individual and corporate decision making. Among the tools used in the learning process will be the required textbook, articles, problems/cases, and, of course, classroom lecture/discussion.","No","2","2","-","-","-"
"FIN","520M","Intro.to Financial Management","This course is an introduction to the theory and practice of finance with the objective of gaining an understanding of finance and the financial instruments and models typically utilized for both individual and corporate decision-making. The focus will be on the issues and responsibilities facing a financial manager, and the investment (capital budgeting) and financing (capital structure) decisions of corporations and individuals. The approach we will take to effectively make these decisions is to understand the creation of value through cash flow analysis and the study of the tradeoffs between and among risk, return, and impact. 
Specifically, the course covers topics such as the time value of money, net present value (NPV), internal rate of return (IRR), valuation, analysis of risk and return, capital markets, and a firm¿s capital structure. We will also discuss the role of finance in a capitalistic economic system that accounts for both shareholder value and stakeholder value.","No","3","3","-","-","-"
"FIN","520Y","Management Finance","This course is an introduction to the theory and practice of finance. Specifically, it covers topics such as the time value of money, net present value (NPV), internal rate of return (IRR), valuation, analysis of risk and return, capital markets, and a firm's capital structure. The goal is to gain an understanding of finance and the financial instruments and models typically utilized for both individual and corporate decision making. Among the tools used in the learning process will be the required textbook, articles, problems/cases, and, of course, classroom lecture/discussion.","No","2","2","-","-","-"
